Year_Birth;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Response;Complain;Dt_year;Dt_month;Education_2n Cycle;Education_Basic;Education_Graduation;Education_Master;Education_PhD;Marital_Status_Absurd;Marital_Status_Alone;Marital_Status_Divorced;Marital_Status_Married;Marital_Status_Single;Marital_Status_Together;Marital_Status_Widow;Marital_Status_YOLO;Country_AUS;Country_CA;Country_GER;Country_IND;Country_ME;Country_SA;Country_SP;Country_US
1976.0;71322.0;0.0;1.0;31.0;121.0;24.0;124.0;24.0;15.0;42.0;1.0;4.0;1.0;7.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1988.0;27938.0;1.0;0.0;31.0;13.0;0.0;8.0;2.0;1.0;5.0;1.0;1.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1981.0;42162.0;1.0;0.0;31.0;46.0;7.0;59.0;2.0;4.0;27.0;2.0;3.0;1.0;3.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1976.0;162397.0;1.0;1.0;31.0;85.0;1.0;16.0;2.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1978.0;54162.0;1.0;1.0;31.0;5.0;6.0;10.0;6.0;5.0;10.0;1.0;1.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1981.0;44953.0;0.0;0.0;31.0;728.0;17.0;133.0;11.0;8.0;124.0;1.0;7.0;3.0;13.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;12.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1978.0;37717.0;1.0;0.0;31.0;9.0;0.0;6.0;4.0;1.0;5.0;1.0;1.0;0.0;2.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1978.0;37717.0;1.0;0.0;31.0;9.0;0.0;6.0;4.0;1.0;5.0;1.0;1.0;0.0;2.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1975.0;67893.0;0.0;1.0;31.0;711.0;28.0;142.0;49.0;18.0;47.0;2.0;3.0;2.0;9.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1976.0;9548.0;1.0;0.0;31.0;0.0;1.0;3.0;10.0;6.0;9.0;2.0;1.0;0.0;3.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1979.0;48526.0;1.0;0.0;32.0;23.0;17.0;23.0;43.0;20.0;9.0;1.0;2.0;1.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1991.0;90273.0;0.0;0.0;32.0;704.0;129.0;853.0;120.0;74.0;111.0;1.0;5.0;6.0;7.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;2013.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1981.0;19414.0;1.0;0.0;32.0;2.0;3.0;12.0;3.0;5.0;7.0;1.0;1.0;0.0;3.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1982.0;41039.0;0.0;0.0;32.0;34.0;11.0;137.0;179.0;61.0;45.0;1.0;8.0;1.0;5.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1983.0;50150.0;0.0;0.0;32.0;135.0;46.0;92.0;65.0;61.0;11.0;2.0;5.0;2.0;7.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1983.0;50150.0;0.0;0.0;32.0;135.0;46.0;92.0;65.0;61.0;11.0;2.0;5.0;2.0;7.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1971.0;10245.0;1.0;0.0;32.0;4.0;7.0;7.0;6.0;4.0;13.0;3.0;1.0;2.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1985.0;33454.0;1.0;0.0;32.0;76.0;10.0;56.0;3.0;1.0;23.0;2.0;4.0;0.0;4.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1975.0;55914.0;0.0;1.0;32.0;384.0;60.0;364.0;119.0;101.0;232.0;4.0;11.0;6.0;8.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1983.0;37292.0;1.0;0.0;32.0;275.0;0.0;86.0;10.0;23.0;66.0;5.0;6.0;3.0;5.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1971.0;52914.0;0.0;1.0;32.0;254.0;10.0;44.0;30.0;10.0;227.0;2.0;7.0;3.0;3.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1972.0;24884.0;1.0;0.0;32.0;3.0;6.0;7.0;0.0;0.0;3.0;1.0;0.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1980.0;82497.0;0.0;0.0;32.0;777.0;129.0;573.0;216.0;21.0;203.0;1.0;2.0;7.0;9.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2012.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1981.0;36143.0;1.0;0.0;33.0;12.0;0.0;1.0;0.0;0.0;6.0;1.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1973.0;27159.0;1.0;1.0;33.0;17.0;0.0;3.0;0.0;0.0;1.0;2.0;1.0;0.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1987.0;75794.0;0.0;0.0;33.0;754.0;160.0;625.0;63.0;32.0;48.0;1.0;7.0;5.0;12.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2013.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1981.0;91065.0;0.0;0.0;33.0;822.0;114.0;108.0;179.0;137.0;114.0;1.0;7.0;9.0;9.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2013.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1971.0;30372.0;1.0;1.0;33.0;15.0;0.0;12.0;7.0;3.0;7.0;3.0;2.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1971.0;30372.0;1.0;1.0;33.0;15.0;0.0;12.0;7.0;3.0;7.0;3.0;2.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1975.0;57036.0;0.0;1.0;33.0;1171.0;43.0;219.0;19.0;14.0;47.0;4.0;6.0;3.0;13.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1989.0;10979.0;0.0;0.0;34.0;8.0;4.0;10.0;2.0;2.0;4.0;2.0;3.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1989.0;10979.0;0.0;0.0;34.0;8.0;4.0;10.0;2.0;2.0;4.0;2.0;3.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1972.0;36026.0;2.0;1.0;34.0;20.0;4.0;10.0;6.0;4.0;17.0;2.0;2.0;0.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1971.0;35788.0;1.0;1.0;34.0;23.0;2.0;11.0;3.0;1.0;4.0;2.0;2.0;0.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1978.0;61346.0;1.0;0.0;34.0;562.0;58.0;168.0;43.0;16.0;142.0;1.0;5.0;7.0;10.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;10.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1971.0;33316.0;1.0;1.0;34.0;79.0;1.0;31.0;4.0;4.0;12.0;3.0;2.0;1.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;10.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1971.0;33316.0;1.0;1.0;34.0;79.0;1.0;31.0;4.0;4.0;12.0;3.0;2.0;1.0;4.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;10.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1987.0;21063.0;1.0;0.0;34.0;1.0;10.0;11.0;19.0;3.0;15.0;2.0;2.0;0.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1978.0;25804.0;1.0;0.0;34.0;8.0;7.0;9.0;13.0;6.0;12.0;2.0;2.0;0.0;3.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1977.0;72117.0;0.0;1.0;34.0;707.0;20.0;171.0;65.0;60.0;50.0;1.0;9.0;7.0;9.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1971.0;55635.0;0.0;1.0;34.0;235.0;65.0;164.0;50.0;49.0;27.0;4.0;7.0;3.0;7.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1981.0;42021.0;1.0;0.0;34.0;393.0;5.0;136.0;7.0;5.0;27.0;5.0;10.0;1.0;6.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1972.0;75251.0;0.0;0.0;34.0;721.0;111.0;925.0;97.0;18.0;18.0;1.0;7.0;6.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1981.0;42395.0;1.0;1.0;35.0;48.0;13.0;57.0;24.0;15.0;25.0;4.0;3.0;1.0;4.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1983.0;28359.0;1.0;0.0;35.0;6.0;0.0;5.0;2.0;1.0;2.0;1.0;1.0;0.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1975.0;55801.0;1.0;1.0;35.0;367.0;4.0;51.0;6.0;4.0;95.0;6.0;7.0;2.0;6.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2013.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1973.0;92955.0;0.0;0.0;35.0;693.0;21.0;925.0;31.0;24.0;84.0;1.0;6.0;7.0;9.0;2.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2013.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1980.0;44964.0;1.0;1.0;35.0;19.0;1.0;17.0;2.0;0.0;2.0;1.0;1.0;0.0;3.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1974.0;30899.0;1.0;0.0;35.0;24.0;0.0;8.0;0.0;0.0;1.0;2.0;1.0;0.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1987.0;25545.0;1.0;0.0;35.0;32.0;1.0;64.0;16.0;12.0;85.0;3.0;2.0;2.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1971.0;47111.0;0.0;1.0;35.0;595.0;71.0;153.0;120.0;112.0;41.0;6.0;3.0;2.0;10.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1972.0;25224.0;1.0;0.0;36.0;4.0;9.0;12.0;11.0;2.0;8.0;2.0;1.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1977.0;32952.0;1.0;0.0;36.0;38.0;0.0;12.0;3.0;1.0;1.0;1.0;2.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1975.0;46149.0;0.0;1.0;36.0;254.0;6.0;71.0;4.0;0.0;27.0;5.0;5.0;1.0;7.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1983.0;89616.0;0.0;0.0;36.0;671.0;47.0;655.0;145.0;111.0;15.0;1.0;7.0;5.0;12.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1986.0;22518.0;1.0;0.0;36.0;11.0;7.0;12.0;2.0;2.0;27.0;2.0;2.0;1.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1976.0;59809.0;0.0;2.0;36.0;598.0;16.0;141.0;32.0;41.0;49.0;3.0;3.0;3.0;6.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1982.0;39660.0;1.0;0.0;36.0;139.0;13.0;78.0;20.0;13.0;36.0;3.0;7.0;1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1973.0;35860.0;1.0;1.0;37.0;15.0;0.0;8.0;4.0;2.0;20.0;2.0;1.0;1.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2014.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1973.0;35860.0;1.0;1.0;37.0;15.0;0.0;8.0;4.0;2.0;20.0;2.0;1.0;1.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1973.0;35860.0;1.0;1.0;37.0;15.0;0.0;8.0;4.0;2.0;20.0;2.0;1.0;1.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1973.0;35860.0;1.0;1.0;37.0;15.0;0.0;8.0;4.0;2.0;20.0;2.0;1.0;1.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2014.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1975.0;17003.0;1.0;0.0;37.0;2.0;5.0;12.0;4.0;8.0;7.0;3.0;2.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1971.0;45684.0;1.0;0.0;37.0;5.0;1.0;5.0;10.0;0.0;7.0;1.0;1.0;0.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1978.0;51267.0;1.0;1.0;37.0;183.0;2.0;64.0;7.0;2.0;12.0;4.0;3.0;3.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1972.0;59868.0;0.0;1.0;37.0;771.0;51.0;154.0;54.0;10.0;154.0;7.0;11.0;2.0;12.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1991.0;51373.0;0.0;0.0;37.0;83.0;2.0;101.0;64.0;26.0;117.0;1.0;3.0;5.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1971.0;157733.0;1.0;0.0;37.0;39.0;1.0;9.0;2.0;0.0;8.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1984.0;79607.0;0.0;0.0;37.0;450.0;133.0;951.0;173.0;0.0;216.0;1.0;3.0;6.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1972.0;51813.0;1.0;1.0;37.0;51.0;2.0;7.0;0.0;1.0;2.0;2.0;2.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1989.0;17487.0;1.0;0.0;37.0;0.0;0.0;1.0;7.0;4.0;6.0;1.0;1.0;0.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1980.0;77353.0;0.0;1.0;38.0;275.0;59.0;107.0;69.0;101.0;59.0;2.0;6.0;4.0;8.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
